id,villeLowerCase,zipCode
31576,bourron marlotte,77780
31577,montigny le guesdier,77480
31578,montereau sur le jard,77950
31579,vulaines les provins,77160
31580,villiers sur seine,77114
31581,saint denis les rebais,77510
31582,gressy,77410
31583,grisy sur seine,77480
31584,fontains,77370
31585,mouy sur seine,77480
31586,montmachoux,77940
31587,cannes ecluse,77130
31588,montcourt fromonville,77140
31589,longperrier,77230
31590,boissy aux cailles,77760
31591,saint fiacre,77470
31592,marolles en brie,77120
31593,echouboulains,77830
31594,voulangis,77580
31595,marolles sur seine,77130
31596,grisy suisnes,77166
31597,lissy,77550
31598,fontenay tresigny,77610
31599,nandy,77176
31600,amillis,77120
31601,coulombs en valois,77840
31602,chaintreaux,77460
31603,blandy,77115
31604,le pin,77181
31605,saacy sur marne,77730
31606,beautheil,77120
31607,melun,77000
31608,gurcy le chatel,77520
31609,gesvres le chapitre,77165
31610,savigny le temple,77176
31611,serris,77700
31612,leudon en brie,77320
31613,saint mars vieux maisons,77320
31614,samoreau,77210
31615,chartronges,77320
31616,le mee sur seine,77350
31617,bussieres,77750
31618,collegien,77090
31619,moussy le vieux,77230
31620,la grande paroisse,77130
31621,yebles,77390
31622,nonville,77140
31623,veneux les sablons,77250
31624,liverdy en brie,77220
31625,barbey,77130
31626,la madeleine sur loing,77570
31627,montigny sur loing,77690
31628,saint barthelemy,77320
31629,puisieux,77139
31630,livry sur seine,77000
31631,coupvray,77700
31632,douy la ramee,77139
31633,dormelles,77130
31634,saint fargeau ponthierry,77310
31635,lizy sur ourcq,77440
31636,saint pathus,77178
31637,trocy en multien,77440
31638,grandpuits bailly carrois,77720
31639,charny,77410
31640,bezalles,77970
31641,monthyon,77122
31642,citry,77730
31643,ozouer le voulgis,77390
31644,etrepilly,77139
31645,mitry mory,77290
31646,iverny,77165
31647,isles les villenoy,77450
31648,villeneuve sous dammartin,77230
31649,nanteuil sur marne,77730
31650,samois sur seine,77920
31651,le plessis placy,77440
31652,vieux champagne,77370
31653,pierre levee,77580
31654,saint ouen sur morin,77750
31655,chateaubleau,77370
31656,sivry courtry,77115
31657,luzancy,77138
31658,rubelles,77950
31659,chessy,77700
31660,montevrain,77144
31661,le chatelet en brie,77820
31662,luisetaines,77520
31663,mormant,77720
31664,verdelot,77510
31665,machault,77133
31666,may en multien,77145
31667,villeneuve le comte,77174
31668,villeparisis,77270
31669,arville,77890
31670,la croix en brie,77370
31671,boitron,77750
31672,ecuelles,77250
31673,courtry,77181
31674,saint martin du boschet,77320
31675,coubert,77170
31676,le plessis l eveque,77165
31677,verneuil l etang,77390
31678,chailly en brie,77120
31679,fublaines,77470
31680,louan villegruis fontaine,77560
31681,chenoise,77160
31682,villiers sous grez,77760
31683,bussy saint martin,77600
31684,saint jean les deux jumeaux,77660
31685,croissy beaubourg,77183
31686,rebais,77510
31687,maison rouge,77370
31688,la tombe,77130
31689,nantouillet,77230
31690,ussy sur marne,77260
31691,lesigny,77150
31692,villecerf,77250
31693,nanteau sur essonne,77760
31694,fericy,77133
31695,vinantes,77230
31696,villiers saint georges,77560
31697,saint martin en biere,77630
31698,chanteloup les vignes,78570
31699,vieille eglise en yvelines,78125
31700,sainte mesme,78730
31701,chambourcy,78240
31702,chaufour les bonnieres,78270
31703,le tertre saint denis,78980
31704,les breviaires,78610
31705,boissy mauvoisin,78200
31706,conde sur vesgre,78113
31707,boinville en mantois,78930
31708,orcemont,78125
31709,rennemoulin,78590
31710,adainville,78113
31711,oinville sur montcient,78250
31712,bazainville,78550
31713,meulan en yvelines,78250
31714,rambouillet,78120
31715,marcq,78770
31716,montesson,78360
31717,le tartre gaudran,78113
31718,le vesinet,78110
31719,maisons laffitte,78600
31720,bailly,78870
31721,maurepas,78310
31722,tessancourt sur aubette,78250
31723,saint leger en yvelines,78610
31724,montchauvet,78790
31725,behoust,78910
31726,la falaise,78410
31727,feucherolles,78810
31728,goussonville,78930
31729,orsonville,78660
31730,villiers le mahieu,78770
31731,galluis,78490
31732,moisson,78840
31733,dannemarie,78550
31734,brueil en vexin,78440
31735,allainville,78660
31736,cernay la ville,78720
31737,la celle les bordes,78720
31738,bourdonne,78113
31739,soindres,78200
31740,jeufosse,78270
31741,evecquemont,78740
31742,houilles,78800
31743,gazeran,78125
31744,flexanville,78910
31745,breval,78980
31746,nezel,78410
31747,hargeville,78790
31748,breuil bois robert,78930
31749,boinville le gaillard,78660
31750,le port marly,78560
31751,richebourg,78550
31752,civry la foret,78910
31753,guerville,78930
31754,bonnieres sur seine,78270
31755,les mureaux,78130
31756,fourqueux,78112
31757,emance,78125
31758,villiers saint frederic,78640
31759,sartrouville,78500
31760,rosay,78790
31761,coignieres,78310
31762,la verriere,78320
31763,aulnay sur mauldre,78126
31764,croissy sur seine,78290
31765,medan,78670
31766,tacoignieres,78910
31767,saint martin de brethencourt,78660
31768,saint lambert,78470
31769,paray douaville,78660
31770,montainville,78124
31771,porcheville,78440
31772,jouy mauvoisin,78200
31773,bois d arcy,78390
31774,flacourt,78200
31775,triel sur seine,78510
31776,lainville en vexin,78440
31777,autouillet,78770
31778,levis saint nom,78320
31779,courgent,78790
31780,ecquevilly,78920
31781,morainvilliers,78630
31782,menerville,78200
31783,acheres,78260
31784,neauphlette,78980
31785,freneuse,78840
31786,mareil marly,78750
31787,bennecourt,78270
31788,boinvilliers,78200
31789,bouafle,78410
31790,mareil le guyon,78490
31791,carrieres sous poissy,78955
31792,orphin,78125
31793,saint nom la breteche,78860
31794,fontenay saint pere,78440
31795,perdreauville,78200
31796,follainville dennemont,78520
31797,blaru,78270
31798,auffreville brasseuil,78930
31799,millemont,78940
31800,poissy,78300
31801,arnouville les mantes,78790
31802,les essarts le roi,78690
31803,prunay en yvelines,78660
31804,marly le roi,78160
31805,boissets,78910
31806,davron,78810
31807,carrieres sur seine,78420
31808,sailly,78440
31809,buchelay,78200
31810,longnes,78980
31811,grandchamp,78113
31812,saint illiers le bois,78980
31813,gambais,78950
31814,ablis,78660
31815,verneuil sur seine,78480
31816,tilly,78790
31817,mezy sur seine,78250
31818,saint germain de la grange,78640
31819,andresy,78570
31820,les loges en josas,78350
31821,epone,78680
31822,bazoches sur guyonne,78490
31823,jambville,78440
31824,montfort l amaury,78490
31825,hermeray,78125
31826,plaisir,78370
31827,magny les hameaux,78114
31828,mulcent,78790
31829,mousseaux sur seine,78270
31830,mantes la ville,78200
31831,la queue les yvelines,78940
31832,gargenville,78440
31833,jumeauville,78580
31834,la villeneuve en chevrie,78270
31835,flins neuve eglise,78790
31836,mezieres sur seine,78970
31837,choisel,78460
31838,limetz villez,78270
31839,goupillieres,78770
31840,l etang la ville,78620
31841,mondreville,78980
31842,mareil sur mauldre,78124
31843,gressey,78550
31844,port villez,78270
31845,rosny sur seine,78710
31846,chavenay,78450
31847,saint remy l honore,78690
31848,vicq,78490
31849,saint cyr l ecole,78210
31850,maulette,78550
31851,la boissiere ecole,78125
31852,neauphle le vieux,78640
31853,bonnelles,78830
31854,orgerus,78910
31855,garancieres,78890
31856,versailles,78000
31857,vaux sur seine,78740
31858,gambaiseuil,78490
31859,guyancourt,78280
31860,buc,78530
31861,bullion,78830
31862,chatou,78400
31863,auffargis,78610
31864,guernes,78520
31865,trappes,78190
31866,gommecourt,78270
31867,thoiry,78770
31868,sonchamp,78120
31869,toussus le noble,78117
31870,vernouillet,78540
31871,les alluets le roi,78580
31872,favrieux,78200
31873,fontenay le fleury,78330
31874,crespieres,78121
31875,le chesnay,78150
31876,mericourt,78270
31877,beynes,78650
31878,bougival,78380
31879,rocquencourt,78150
31880,louveciennes,78430
31881,guitrancourt,78440
31882,drocourt,78440
31883,magnanville,78200
31884,maule,78580
31885,les mesnuls,78490
31886,conflans sainte honorine,78700
31887,flins sur seine,78410
31888,septeuil,78790
31889,raizeux,78125
31890,boissy sans avoir,78490
31891,prunay le temple,78910
31892,mantes la jolie,78200
31893,dammartin en serve,78111
31894,bazemont,78580
31895,milon la chapelle,78470
31896,saint germain en laye,78100
31897,montalet le bois,78440
31898,aubergenville,78410
31899,voisins le bretonneux,78960
31900,poigny la foret,78125
31901,orvilliers,78910
31902,mittainville,78125
31903,maurecourt,78780
31904,les clayes sous bois,78340
31905,cravent,78270
31906,le pecq,78230
31907,le perray en yvelines,78610
31908,neauphle le chateau,78640
31909,auteuil,78770
31910,villepreux,78450
31911,osmoy,78910
31912,montigny le bretonneux,78180
31913,noisy le roi,78590
31914,elancourt,78990
31915,vert,78930
31916,herbeville,78580
31917,saint forget,78720
31918,jouy en josas,78350
31919,juziers,78820
31920,longvilliers,78730
31921,hardricourt,78250
31922,saint illiers la ville,78980
31923,gaillon sur montcient,78250
31924,viroflay,78220
31925,villennes sur seine,78670
31926,orgeval,78630
31927,limay,78520
31928,jouars pontchartrain,78760
31929,senlisse,78720
31930,fontenay mauvoisin,78200
31931,le mesnil le roi,78600
31932,chevreuse,78460
31933,saint martin la garenne,78520
31934,la celle saint cloud,78170
31935,thiverval grignon,78850
31936,le tremblay sur mauldre,78490
31937,velizy villacoublay,78140
31938,dampierre en yvelines,78720
31939,saint hilarion,78125
31940,clairefontaine en yvelines,78120
31941,aigremont,78240
31942,mere,78490
31943,grosrouvre,78490
31944,le mesnil saint denis,78320
31945,saint martin des champs,78790
31946,rolleboise,78270
31947,issou,78440
31948,lommoye,78270
31949,saulx marchais,78650
31950,la hauteville,78113
31951,saint remy les chevreuse,78470
31952,houdan,78550
31953,saint arnoult en yvelines,78730
31954,rochefort en yvelines,78730
31955,chateaufort,78117
31956,ponthevrard,78730
31957,villette,78930
31958,chapet,78130
31959,andelu,78770
31960,allonne,79130
31961,frontenay rohan rohan,79270
31962,chenay,79120
31963,louzy,79100
31964,echire,79410
31965,saint clementin,79150
31966,l absie,79240
31967,les fosses,79360
31968,courlay,79440
31969,ensigne,79170
31970,boisme,79300
31971,prin deyrancon,79210
31972,le beugnon,79130
31973,montalembert,79190
31974,bouille loretz,79290
31975,lezay,79120
31976,les groseillers,79220
31977,menigoute,79340
31978,loubille,79110
31979,mougon,79370
31980,fors,79230
31981,chiche,79350
31982,saint remy,79410
31983,magne,79460
31984,limalonges,79190
31985,avon,79800
31986,bretignolles,79140
31987,clave,79420
31988,cerizay,79140
31989,availles thouarsais,79600
31990,fomperron,79340
31991,vitre,79370
31992,la chapelle pouilloux,79190
31993,parthenay,79200
31994,chef boutonne,79110
31995,juscorps,79230
31996,saint maurice la fougereuse,79150
31997,auge,79400
31998,misse,79100
31999,saint germier,79340
32000,pompaire,79200
32001,marigny,79360
32002,saint genard,79500
32003,seligne,79170
32004,niort,79000
32005,la petite boissiere,79700
32006,assais les jumeaux,79600
32007,saint leger de la martiniere,79500
32008,saint paul en gatine,79240
32009,faye l abbesse,79350
32010,aigonnay,79370
32011,saint georges de noisne,79400
32012,saint georges de rex,79210
32013,celles sur belle,79370
32014,vasles,79340
32015,villefollet,79170
32016,sainte neomaye,79260
32017,beauvoir sur niort,79360
32018,saint germain de longue chaume,79200
32019,sansais,79270
32020,saint loup lamaire,79600
32021,saint jean de thouars,79100
32022,neuvy bouin,79130
32023,tourtenay,79100
32024,saint andre sur sevre,79380
32025,lhoumois,79390
32026,ulcot,79150
32027,oroux,79390
32028,fontenille saint martin d entraigues,79110
32029,saint generoux,79600
32030,fressines,79370
32031,gourge,79200
32032,saint christophe sur roc,79220
32033,tillou,79110
32034,la foye monjault,79360
32035,xaintray,79220
32036,chauray,79180
32037,saint maixent l ecole,79400
32038,saint martin du fouilloux,79420
32039,fenioux,79160
32040,chey,79120
32041,aiffres,79230
32042,belleville,79360
32043,beaussais,79370
32044,amure,79210
32045,saint medard,79370
32046,la chapelle gaudin,79300
32047,melleran,79190
32048,louin,79600
32049,massais,79150
32050,la creche,79260
32051,le chillou,79600
32052,sainte ouenne,79220
32053,saint hilaire la palud,79210
32054,gournay loize,79110
32055,chail,79500
32056,thorigne,79370
32057,epannes,79270
32058,saint martin de saint maixent,79400
32059,sauze vaussais,79190
32060,la mothe saint heray,79800
32061,lusseray,79170
32062,mauze thouarsais,79100
32063,sepvret,79120
32064,coutieres,79340
32065,coulon,79510
32066,saint romans les melle,79500
32067,prailles,79370
32068,juille,79170
32069,mauze sur le mignon,79210
32070,saint leger de montbrun,79100
32071,saint jouin de milly,79380
32072,brulain,79230
32073,lorigne,79190
32074,boussais,79600
32075,prisse la charriere,79360
32076,vernoux sur boutonne,79170
32077,mazieres sur beronne,79500
32078,villiers en bois,79360
32079,sainte eanne,79800
32080,airvault,79600
32081,brion pres thouet,79290
32082,le busseau,79240
32083,saint marc la lande,79310
32084,saint etienne la cigogne,79360
32085,romans,79260
32086,azay sur thouet,79130
32087,les alleuds,79190
32088,amailloux,79350
32089,bougon,79800
32090,saint maixent de beugne,79160
32091,nanteuil,79400
32092,coulonges sur l autize,79160
32093,villemain,79110
32094,la ferriere en parthenay,79390
32095,la chapelle thireuil,79160
32096,hanc,79110
32097,cirieres,79140
32098,le retail,79130
32099,saint varent,79330
32100,thenezay,79390
32101,vausseroux,79420
32102,pioussay,79110
32103,ardilleux,79110
32104,pas de jeu,79100
32105,loubigne,79110
32106,mazieres en gatine,79310
32107,moncoutant,79320
32108,saint laurs,79160
32109,taize,79100
32110,sainte radegonde,79100
32111,secondigny,79130
32112,pugny,79320
32113,saint pardoux,79310
32114,vernoux en gatine,79240
32115,irais,79600
32116,surin,79220
32117,lageon,79200
32118,brioux sur boutonne,79170
32119,scille,79240
32120,moutiers sous argenton,79150
32121,bressuire,79300
32122,genneton,79150
32123,le breuil bernard,79320
32124,saint martin les melle,79500
32125,cherveux,79410
32126,la chapelle baton,79220
32127,saint jacques de thouars,79100
32128,usseau,79210
32129,sainte blandine,79370
32130,vanzay,79120
32131,pamplie,79220
32132,glenay,79330
32133,le breuil sous argenton,79150
32134,saint martin de macon,79100
32135,largeasse,79240
32136,chatillon sur thouet,79200
32137,bouille saint paul,79290
32138,argenton l eglise,79290
32139,saint aubin du plain,79300
32140,villiers sur chize,79170
32141,reffannes,79420
32142,saurais,79200
32143,villiers en plaine,79160
32144,chanteloup,79320
32145,les forges,79340
32146,marnes,79600
32147,geay,79330
32148,saint martin de bernegoue,79230
32149,verruyes,79310
32150,la peyratte,79200
32151,thouars,79100
32152,le tallud,79200
32153,sciecq,79000
32154,souvigne,79800
32155,saint lin,79420
32156,saint martin de sanzay,79290
32157,bouin,79110
32158,pouffonds,79500
32159,la boissiere en gatine,79310
32160,maisontiers,79600
32161,francois,79260
32162,voultegon,79150
32163,puihardy,79160
32164,moutiers sous chantemerle,79320
32165,la chapelle saint etienne,79240
32166,nueil les aubiers,79250
32167,saivres,79400
32168,cersay,79290
32169,beaulieu sous parthenay,79420
32170,couture d argenson,79110
32171,saint aubin le cloud,79450
32172,maire levescault,79190
32173,luzay,79100
32174,cherigne,79170
32175,combrand,79140
32176,boisserolles,79360
32177,saint pierre des echaubrognes,79700
32178,vouille,79230
32179,adilly,79200
32180,saint amand sur sevre,79700
32181,vancais,79120
32182,la coudre,79150
32183,saint jouin de marnes,79600
32184,priaires,79210
32185,sainte gemme,79330
32186,etusson,79150
32187,exoudun,79800
32188,coulonges thouarsais,79330
32189,exireuil,79400
32190,germond rouvre,79220
32191,vallans,79270
32192,pougne herisson,79130
32193,saint vincent la chatre,79500
32194,doux,79390
32195,fenery,79450
32196,messe,79120
32197,granzay gript,79360
32198,ardin,79160
32199,pamproux,79800
32200,clussais la pommeraie,79190
32201,saint pompain,79160
32202,la bataille,79110
32203,saint coutant,79120
32204,mauleon,79700
32205,viennay,79200
32206,paizay le tort,79500
32207,salles,79800
32208,le vanneau irleau,79270
32209,arcais,79210
32210,le bourdet,79210
32211,saint romans des champs,79230
32212,chantecorps,79340
32213,pliboux,79190
32214,aubigne,79110
32215,asnieres en poitou,79170
32216,chize,79170
32217,pers,79190
32218,saint cyr la lande,79100
32219,luche thouarsais,79330
32220,soudan,79800
32221,montravers,79140
32222,le pin,79140
32223,pressigny,79390
32224,la couarde,79800
32225,sompt,79110
32226,crezieres,79110
32227,azay le brule,79400
32228,bessines,79000
32229,saint gelais,79410
32230,beceleuf,79160
32231,pierrefitte,79330
32232,brieuil sur chize,79170
32233,brie,79100
32234,oiron,79100
32235,trayes,79240
32236,la chapelle bertrand,79200
32237,caunay,79190
32238,sainte verge,79100
32239,secondigne sur belle,79170
32240,clesse,79350
32241,rom,79120
32242,la chapelle saint laurent,79430
32243,tessonniere,79600
32244,cours,79220
32245,luche sur brioux,79170
32246,le vert,79170
32247,faye sur ardin,79160
32248,saint maxire,79410
32249,champdeniers saint denis,79220
32250,saint symphorien,79270
32251,sainte soline,79120
32252,la rochenard,79270
32253,thorigny sur le mignon,79360
32254,maisonnay,79500
32255,argenton les vallees,79150
32256,soutiers,79310
32257,prahecq,79230
32258,melle,79500
32259,perigne,79170
32260,la foret sur sevre,79380
32261,aubigny,79390
32262,vautebis,79420
32263,vouhe,79310
32264,paizay le chapt,79170
32265,moyenneville,80870
32266,bussu,80200
32267,marquaix,80240
32268,crouy saint pierre,80310
32269,beaumetz,80370
32270,mericourt en vimeu,80640
32271,templeux le guerard,80240
32272,mailly raineval,80110
32273,famechon,80290
32274,canchy,80150
32275,fontaine le sec,80140
32276,mericourt l abbe,80113
32277,mezerolles,80600
32278,bus les artois,80560
32279,villers bocage,80260
32280,gruny,80700
32281,balatre,80700
32282,warsy,80500
32283,vauchelles les domart,80620
32284,mezieres en santerre,80110
32285,fontaine sur maye,80150
32286,morisel,80110
32287,vironchaux,80150
32288,croix moligneaux,80400
32289,biaches,80200
32290,ignaucourt,80720
32291,saint maulvis,80140
32292,bernay en ponthieu,80120
32293,quevauvillers,80710
32294,hombleux,80400
32295,vecquemont,80800
32296,maison roland,80135
32297,le hamel,80800
32298,berneuil,80620
32299,clairy saulchoix,80540
32300,vaudricourt,80230
32301,avesnes chaussoy,80140
32302,tailly,80270
32303,barly,80600
32304,franleu,80210
32305,bernes,80240
32306,froyelles,80150
32307,lanches saint hilaire,80620
32308,englebelmer,80300
32309,doullens,80600
32310,miannay,80132
32311,aumatre,80140
32312,vauchelles les quesnoy,80132
32313,marieux,80560
32314,flixecourt,80420
32315,lucheux,80600
32316,courcelette,80300
32317,nampty,80160
32318,maurepas,80360
32319,eaucourt sur somme,80580
32320,naours,80260
32321,behencourt,80260
32322,saint riquier,80135
32323,louvrechy,80250
32324,forceville,80560
32325,quend,80120
32326,aumont,80640
32327,saint gratien,80260
32328,oisemont,80140
32329,port le grand,80132
32330,boufflers,80150
32331,bettembos,80590
32332,lieramont,80240
32333,cavillon,80310
32334,fricourt,80300
32335,malpart,80250
32336,vaux sur somme,80800
32337,woignarue,80460
32338,rainneville,80260
32339,mouflers,80690
32340,cartigny,80200
32341,equennes eramecourt,80290
32342,cerisy,80800
32343,montigny sur l hallue,80260
32344,lihons,80320
32345,allenay,80530
32346,cayeux en santerre,80720
32347,harponville,80560
32348,rouy le petit,80190
32349,fleury,80160
32350,guyencourt sur noye,80250
32351,bourdon,80310
32352,tilloy les conty,80160
32353,frettemeule,80220
32354,allery,80270
32355,argoules,80120
32356,champien,80700
32357,folleville,80250
32358,contoire,80500
32359,le boisle,80150
32360,sauvillers mongival,80110
32361,namps maisnil,80290
32362,sentelie,80160
32363,thezy glimont,80110
32364,framicourt,80140
32365,dominois,80120
32366,blangy tronville,80440
32367,millencourt en ponthieu,80135
32368,bray sur somme,80340
32369,lancheres,80230
32370,bouzincourt,80300
32371,hallu,80320
32372,bazentin,80300
32373,bacouel sur selle,80480
32374,guillaucourt,80170
32375,tilloloy,80700
32376,vron,80120
32377,hem hardinval,80600
32378,cizancourt,80200
32379,inval boiron,80430
32380,boismont,80230
32381,chaulnes,80320
32382,monchy lagache,80200
32383,saint maxent,80140
32384,neufmoulin,80132
32385,villers les roye,80700
32386,arrest,80820
32387,herissart,80260
32388,halloy les pernois,80670
32389,guillemont,80360
32390,bealcourt,80370
32391,bouquemaison,80600
32392,bellancourt,80132
32393,fonches fonchette,80700
32394,ercourt,80210
32395,rogy,80160
32396,noyelles en chaussee,80150
32397,gorges,80370
32398,sailly saillisel,80360
32399,morvillers saint saturnin,80590
32400,senlis le sec,80300
32401,outrebois,80600
32402,ville sur ancre,80300
32403,saint vaast en chaussee,80310
32404,bray les mareuil,80580
32405,yvrench,80150
32406,chuignolles,80340
32407,louvencourt,80560
32408,brevillers,80600
32409,treux,80300
32410,grattepanche,80680
32411,peronne,80200
32412,montonvillers,80260
32413,hervilly,80240
32414,pertain,80320
32415,autheux,80600
32416,marcelcave,80720
32417,daours,80800
32418,limeux,80490
32419,y,80190
32420,cardonnette,80260
32421,bosquel,80160
32422,beaucamps le jeune,80430
32423,ault,80460
32424,biencourt,80140
32425,friville escarbotin,80130
32426,bernaville,80370
32427,morlancourt,80300
32428,breuil,80400
32429,beaucamps le vieux,80430
32430,buverchy,80400
32431,havernas,80670
32432,neuville coppegueule,80430
32433,pont de metz,80480
32434,guignemicourt,80540
32435,esclainvillers,80250
32436,soyecourt,80200
32437,grivillers,80700
32438,fresnes mazancourt,80320
32439,vermandovillers,80320
32440,matigny,80400
32441,framerville rainecourt,80131
32442,arry,80120
32443,talmas,80260
32444,le plessier rozainvillers,80110
32445,athies,80200
32446,forest l abbaye,80150
32447,verpillieres,80700
32448,coisy,80260
32449,fienvillers,80750
32450,rubempre,80260
32451,chaussoy epagny,80250
32452,ovillers la boisselle,80300
32453,aigneville,80210
32454,saint aubin montenoy,80540
32455,hallencourt,80490
32456,domvast,80150
32457,le cardonnois,80500
32458,bethencourt sur somme,80190
32459,l etoile,80830
32460,nesle,80190
32461,montdidier,80500
32462,bettencourt saint ouen,80610
32463,laucourt,80700
32464,fontaine sur somme,80510
32465,picquigny,80310
32466,tincourt boucly,80240
32467,eclusier vaux,80340
32468,ercheu,80930
32469,querrieu,80115
32470,grecourt,80400
32471,heucourt croquoison,80270
32472,gamaches,80220
32473,omiecourt,80320
32474,brassy,80160
32475,herleville,80340
32476,harbonnieres,80131
32477,roye,80700
32478,courcelles sous thoix,80160
32479,hancourt,80240
32480,cremery,80700
32481,buire courcelles,80200
32482,villers campsart,80140
32483,marquivillers,80700
32484,carrepuis,80700
32485,bussy les daours,80800
32486,hornoy le bourg,80640
32487,licourt,80320
32488,faverolles,80500
32489,thennes,80110
32490,mereaucourt,80290
32491,salouel,80480
32492,rancourt,80360
32493,loeuilly,80160
32494,eterpigny,80200
32495,le mazis,80430
32496,puchevillers,80560
32497,moyencourt les poix,80290
32498,remaugies,80500
32499,estrees sur noye,80250
32500,sailly le sec,80800
32501,beaufort en santerre,80170
32502,rouy le grand,80190
32503,fricamps,80290
32504,thory,80250
32505,grebault mesnil,80140
32506,rollot,80500
32507,maisnieres,80220
32508,jumel,80250
32509,roiglise,80700
32510,villers tournelle,80500
32511,courtemanche,80500
32512,marestmontiers,80500
32513,sourdon,80250
32514,aubigny,80800
32515,abbeville,80132
32516,clery sur somme,80200
32517,bettencourt riviere,80270
32518,bayencourt,80560
32519,cerisy buleux,80140
32520,cachy,80380
32521,etelfay,80500
32522,boussicourt,80500
32523,franqueville,80620
32524,berteaucourt les thennes,80110
32525,bonneville,80670
32526,tertry,80200
32527,miraumont,80300
32528,epagne epagnette,80580
32529,cramont,80370
32530,saleux,80480
32531,conty,80160
32532,plachy buyon,80160
32533,bouvaincourt sur bresle,80220
32534,guizancourt,80290
32535,heudicourt,80122
32536,boves,80440
32537,nesle l hopital,80140
32538,wargnies,80670
32539,la chaussee tirancourt,80310
32540,villers bretonneux,80380
32541,vaux en amienois,80260
32542,rivery,80136
32543,becordel becourt,80300
32544,saigneville,80230
32545,vergies,80270
32546,liercourt,80580
32547,carnoy,80300
32548,herly,80190
32549,riencourt,80310
32550,saint quentin la motte croix au bailly,80880
32551,quivieres,80400
32552,estrees les crecy,80150
32553,hargicourt,80500
32554,curlu,80360
32555,thieulloy l abbaye,80126
32556,buigny les gamaches,80220
32557,eplessier,80290
32558,woincourt,80520
32559,cottenchy,80440
32560,ferrieres,80470
32561,sancourt,80400
32562,yvrencheux,80150
32563,rouvrel,80250
32564,foucaucourt en santerre,80340
32565,puzeaux,80320
32566,bonnay,80800
32567,pargny,80190
32568,montigny les jongleurs,80370
32569,rouvroy en santerre,80170
32570,vraignes les hornoy,80640
32571,villeroy,80140
32572,saveuse,80730
32573,contre,80160
32574,chuignes,80340
32575,proyart,80121
32576,nampont,80120
32577,camps en amienois,80540
32578,le meillard,80370
32579,saint aubin riviere,80430
32580,dompierre becquincourt,80980
32581,foucaucourt hors nesle,80140
32582,longuevillette,80600
32583,tully,80530
32584,allaines,80200
32585,lesboeufs,80360
32586,authie,80560
32587,vrely,80170
32588,domleger longvillers,80370
32589,caix,80170
32590,nouvion,80860
32591,embreville,80570
32592,thieulloy la ville,80290
32593,davenescourt,80500
32594,saint sauflieu,80160
32595,hescamps,80290
32596,damery,80700
32597,toutencourt,80560
32598,hedauville,80560
32599,henencourt,80300
32600,bouillancourt la bataille,80500
32601,bresle,80300
32602,fresnoy les roye,80700
32603,cannessieres,80140
32604,courcelles au bois,80560
32605,villers carbonnel,80200
32606,beauchamps,80770
32607,lignieres en vimeu,80140
32608,esmery hallon,80400
32609,cantigny,80500
32610,gueudecourt,80360
32611,bovelles,80540
32612,pont noyelles,80115
32613,beuvraignes,80700
32614,coigneux,80560
32615,voyennes,80400
32616,roisel,80240
32617,ramburelles,80140
32618,doingt,80200
32619,languevoisin quiquery,80190
32620,ailly sur somme,80470
32621,fort mahon plage,80790
32622,huchenneville,80132
32623,gratibus,80500
32624,ailly le haut clocher,80690
32625,heilly,80113
32626,fay,80200
32627,brutelles,80230
32628,maizicourt,80370
32629,bus la mesiere,80700
32630,boisbergues,80600
32631,fransu,80620
32632,mesnil martinsart,80300
32633,rue,80120
32634,saint fuscien,80680
32635,saint valery sur somme,80230
32636,fossemanant,80160
32637,caours,80132
32638,dury,80480
32639,buigny l abbe,80132
32640,prouzel,80160
32641,frise,80340
32642,courcelles sous moyencourt,80290
32643,dernancourt,80300
32644,lealvillers,80560
32645,bussus bussuel,80135
32646,villers sous ailly,80690
32647,candas,80750
32648,longueval,80360
32649,chepy,80210
32650,mirvaux,80260
32651,flers,80360
32652,flesselles,80260
32653,ville le marclet,80420
32654,estrees deniecourt,80200
32655,bailleul,80490
32656,arvillers,80910
32657,demuin,80110
32658,folies,80170
32659,domart sur la luce,80110
32660,saulchoy sous poix,80290
32661,briquemesnil floxicourt,80540
32662,driencourt,80240
32663,heuzecourt,80370
32664,sailly laurette,80800
32665,erches,80500
32666,camon,80450
32667,warloy baillon,80300
32668,rosieres en santerre,80170
32669,meharicourt,80170
32670,fresnoy au val,80710
32671,belloy sur somme,80310
32672,muille villette,80400
32673,warlus,80270
32674,dancourt popincourt,80700
32675,lamotte buleux,80150
32676,hallivillers,80250
32677,lignieres,80500
32678,oneux,80135
32679,hailles,80110
32680,villers sur authie,80120
32681,bouchavesnes bergen,80200
32682,croixrault,80290
32683,bouchoir,80910
32684,brailly cornehotte,80150
32685,drucat,80132
32686,billancourt,80190
32687,authieule,80600
32688,irles,80300
32689,forceville en vimeu,80140
32690,ham,80400
32691,fouquescourt,80170
32692,bourseville,80130
32693,metigny,80270
32694,mailly maillet,80560
32695,lamotte brebiere,80450
32696,aizecourt le bas,80240
32697,hangest sur somme,80310
32698,moislains,80760
32699,huppy,80140
32700,longpre les corps saints,80510
32701,crecy en ponthieu,80150
32702,longavesnes,80240
32703,hyencourt le grand,80320
32704,lahoussoye,80800
32705,fremontiers,80160
32706,moyencourt,80400
32707,marche allouarde,80700
32708,yzeux,80310
32709,cocquerel,80510
32710,berny en santerre,80200
32711,brie,80200
32712,andainville,80140
32713,fontaine les cappy,80340
32714,mons boubert,80210
